   2.6000000e+01   2.6005462e+01   2.6067033e+01   2.6211275e+01   2.6448172e+01   2.6779225e+01   2.7201536e+01   2.7709869e+01   2.8297766e+01   2.8958136e+01   2.9683496e+01   3.0465574e+01   3.1294072e+01   3.2155354e+01   3.3035225e+01   3.3922230e+01   3.4809375e+01   3.5693974e+01   3.6575594e+01   3.7452253e+01   3.8317208e+01   3.9160949e+01   3.9974377e+01   4.0752236e+01   4.1500000e+01
   2.7400000e+01   2.6911776e+01   2.6658411e+01   2.6620551e+01   2.6753167e+01   2.7022171e+01   2.7404594e+01   2.7884414e+01   2.8449391e+01   2.9089189e+01   2.9794200e+01   3.0554675e+01   3.1359930e+01   3.2198109e+01   3.3057316e+01   3.3927148e+01   3.4799422e+01   3.5667716e+01   3.6525480e+01   3.7363046e+01   3.8164267e+01   3.8903807e+01   3.9544155e+01   4.0036208e+01   4.0350000e+01
   2.8800000e+01   2.7583236e+01   2.7034294e+01   2.6859362e+01   2.6921794e+01   2.7151715e+01   2.7510282e+01   2.7973824e+01   2.8526229e+01   2.9155057e+01   2.9849478e+01   3.0599025e+01   3.1392905e+01   3.2219864e+01   3.3068822e+01   3.3929650e+01   3.4793485e+01   3.5652009e+01   3.6495595e+01   3.7310200e+01   3.8073029e+01   3.8745868e+01   3.9262239e+01   3.9498447e+01   3.9200000e+01
   3.0200000e+01   2.7590514e+01   2.7038053e+01   2.6862277e+01   2.6924094e+01   2.7153549e+01   2.7511743e+01   2.7974975e+01   2.8527100e+01   2.9155669e+01   2.9849833e+01   3.0599127e+01   3.1392746e+01   3.2219446e+01   3.3068140e+01   3.3928710e+01   3.4792278e+01   3.5650532e+01   3.6493823e+01   3.7308106e+01   3.8070561e+01   3.8742955e+01   3.9258751e+01   3.9492248e+01   3.8050000e+01
   3.1600000e+01   2.9904295e+01   2.8919782e+01   2.8377002e+01   2.8140440e+01   2.8128866e+01   2.8288220e+01   2.8580636e+01   2.8978697e+01   2.9461791e+01   3.0013633e+01   3.0620518e+01   3.1270197e+01   3.1951249e+01   3.2652941e+01   3.3365170e+01   3.4078180e+01   3.4781663e+01   3.5463112e+01   3.6105192e+01   3.6681873e+01   3.7152100e+01   3.7447701e+01   3.7446121e+01   3.6900000e+01
   3.3000000e+01   3.1506890e+01   3.0359783e+01   2.9585523e+01   2.9131813e+01   2.8933274e+01   2.8931654e+01   2.9080679e+01   2.9345283e+01   2.9699195e+01   3.0122414e+01   3.0599151e+01   3.1116299e+01   3.1662446e+01   3.2227231e+01   3.2800881e+01   3.3373629e+01   3.3934859e+01   3.4471787e+01   3.4967697e+01   3.5399653e+01   3.5735886e+01   3.5933840e+01   3.5944537e+01   3.5750000e+01
   3.4400000e+01   3.2763483e+01   3.1426947e+01   3.0473501e+01   2.9868030e+01   2.9540775e+01   2.9424464e+01   2.9465161e+01   2.9622585e+01   2.9867313e+01   3.0177707e+01   3.0537393e+01   3.0933430e+01   3.1355028e+01   3.1792684e+01   3.2237513e+01   3.2680623e+01   3.3112372e+01   3.3521502e+01   3.3894171e+01   3.4213169e+01   3.4457958e+01   3.4607245e+01   3.4648192e+01   3.4600000e+01
   3.5800000e+01   3.3720099e+01   3.2111024e+01   3.1013512e+01   3.0326039e+01   2.9937346e+01   2.9760277e+01   2.9732933e+01   2.9812600e+01   2.9969785e+01   3.0183723e+01   3.0439307e+01   3.0725020e+01   3.1031573e+01   3.1350980e+01   3.1675887e+01   3.1998994e+01   3.2312523e+01   3.2607690e+01   3.2874328e+01   3.3100905e+01   3.3275541e+01   3.3388993e+01   3.3440988e+01   3.3450000e+01
   3.7200000e+01   3.4205889e+01   3.2283544e+01   3.1143491e+01   3.0485276e+01   3.0122300e+01   2.9946380e+01   2.9893703e+01   2.9925113e+01   3.0015515e+01   3.0148109e+01   3.0311107e+01   3.0495785e+01   3.0695277e+01   3.0903794e+01   3.1116073e+01   3.1326958e+01   3.1531046e+01   3.1722421e+01   3.1894555e+01   3.2040591e+01   3.2154311e+01   3.2232205e+01   3.2276767e+01   3.2300000e+01
   3.8600000e+01   3.3619915e+01   3.1673773e+01   3.0791635e+01   3.0349278e+01   3.0120205e+01   3.0009244e+01   2.9970397e+01   2.9978642e+01   3.0019064e+01   3.0082101e+01   3.0161238e+01   3.0251746e+01   3.0349969e+01   3.0452855e+01   3.0557663e+01   3.0661727e+01   3.0762292e+01   3.0856399e+01   3.0940887e+01   3.1012597e+01   3.1068914e+01   3.1108749e+01   3.1133879e+01   3.1150000e+01
   4.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01   3.0000000e+01
