   1.2000000e+01   4.0000000e+00   0.0000000e+00   0.0000000e+00   5.0000000e+00   1.0000000e+01   1.0000000e+01   1.2000000e+01   1.3000000e+01   1.8000000e+01   2.3000000e+01   2.9000000e+01   3.7000000e+01   4.5000000e+01   5.0000000e+01   5.3000000e+01   5.3000000e+01   5.3000000e+01   5.3000000e+01   5.3000000e+01   5.3000000e+01   5.3000000e+01   5.4000000e+01   5.5000000e+01   5.3000000e+01
   1.3400000e+01   1.0639078e+01   1.0962982e+01   1.1580316e+01   1.3322331e+01   1.5230108e+01   1.6383382e+01   1.7829852e+01   1.9388717e+01   2.1822254e+01   2.4577747e+01   2.7936406e+01   3.3489243e+01   3.9412680e+01   4.3859041e+01   4.6678101e+01   4.7877149e+01   4.8444010e+01   4.8849283e+01   4.9408754e+01   5.0043285e+01   5.0711342e+01   5.1546722e+01   5.2143439e+01   5.1850000e+01
   1.4800000e+01   1.4193333e+01   1.4519501e+01   1.5065531e+01   1.6041192e+01   1.7224981e+01   1.8413448e+01   1.9735675e+01   2.1226737e+01   2.2989024e+01   2.4902612e+01   2.6850486e+01   2.9607893e+01   3.5302441e+01   3.9345387e+01   4.1976219e+01   4.3386488e+01   4.4049612e+01   4.4544372e+01   4.5742449e+01   4.7053047e+01   4.8255364e+01   4.9332107e+01   5.0177037e+01   5.0700000e+01
   1.6200000e+01   1.6162421e+01   1.6303090e+01   1.6727036e+01   1.7464386e+01   1.8417238e+01   1.9497736e+01   2.0710347e+01   2.2058332e+01   2.3537799e+01   2.5063255e+01   2.6492377e+01   2.8304229e+01   3.2843818e+01   3.6243856e+01   3.8494908e+01   3.9642982e+01   3.9823587e+01   3.9536149e+01   4.1963631e+01   4.4171094e+01   4.5924965e+01   4.7349308e+01   4.8532601e+01   4.9550000e+01
   1.7600000e+01   1.7671931e+01   1.7747141e+01   1.8075143e+01   1.8672090e+01   1.9481859e+01   2.0449925e+01   2.1549657e+01   2.2758461e+01   2.4040598e+01   2.5320249e+01   2.6476291e+01   2.7896560e+01   3.1524757e+01   3.4291327e+01   3.6116588e+01   3.6866957e+01   3.6065616e+01   3.1813017e+01   3.8404840e+01   4.1742741e+01   4.3924098e+01   4.5607565e+01   4.7054060e+01   4.8400000e+01
   1.9000000e+01   1.9027752e+01   1.8908320e+01   1.9154319e+01   1.9666981e+01   2.0388195e+01   2.1270460e+01   2.2279914e+01   2.3385269e+01   2.4545903e+01   2.5700866e+01   2.6764105e+01   2.8121522e+01   3.1067345e+01   3.3280122e+01   3.4813179e+01   3.5642658e+01   3.5758919e+01   3.5541424e+01   3.8099984e+01   4.0470939e+01   4.2421128e+01   4.4102798e+01   4.5676079e+01   4.7250000e+01
   2.0400000e+01   2.0769629e+01   2.0314204e+01   2.0508516e+01   2.0977567e+01   2.1630356e+01   2.2426062e+01   2.3337192e+01   2.4337851e+01   2.5397551e+01   2.6488136e+01   2.7658464e+01   2.9472947e+01   3.1343000e+01   3.2948663e+01   3.4213367e+01   3.5131601e+01   3.5785994e+01   3.6493795e+01   3.7982745e+01   3.9619918e+01   4.1186687e+01   4.2706427e+01   4.4297459e+01   4.6100000e+01
   2.1800000e+01   2.3336565e+01   2.3882129e+01   2.4296388e+01   2.4725602e+01   2.5213945e+01   2.5777466e+01   2.6419530e+01   2.7136578e+01   2.7921646e+01   2.8770234e+01   2.9697429e+01   3.0768823e+01   3.1883076e+01   3.2958187e+01   3.3960052e+01   3.4884408e+01   3.5759688e+01   3.6665034e+01   3.7717303e+01   3.8839312e+01   3.9999287e+01   4.1238772e+01   4.2707333e+01   4.4950000e+01
   2.3200000e+01   2.4173729e+01   2.4752540e+01   2.5184138e+01   2.5593588e+01   2.6039461e+01   2.6547561e+01   2.7127151e+01   2.7779111e+01   2.8500615e+01   2.9288717e+01   3.0143267e+01   3.1063666e+01   3.2019374e+01   3.2977677e+01   3.3918697e+01   3.4837805e+01   3.5746433e+01   3.6670767e+01   3.7638445e+01   3.8646714e+01   3.9701195e+01   4.0839545e+01   4.2151044e+01   4.3800000e+01
   2.4600000e+01   2.5043045e+01   2.5392991e+01   2.5709357e+01   2.6049036e+01   2.6445046e+01   2.6912477e+01   2.7455791e+01   2.8073691e+01   2.8762129e+01   2.9516099e+01   3.0330093e+01   3.1195460e+01   3.2094047e+01   3.3006030e+01   3.3917207e+01   3.4821899e+01   3.5723244e+01   3.6630691e+01   3.7553187e+01   3.8491378e+01   3.9448421e+01   4.0440174e+01   4.1498362e+01   4.2650000e+01
